order_reference,order_status,payment_method,castig_net_lei,ride_distance_km,ride_duration_min,viteza_medie_kmh,to_client_dist_km,to_client_dur_min,order_created_date,order_created_time,pickup_address,destination_address
MzI1LTI0OTg5Njk5MTMtMzI2NDI5NjU4NA,finished,in_app,12.8,3.7,11.0,20.3,0.4,1.8,2026-05-09,13:36:21,"Strada Nada Florilor 2, Bucureşti 023603","Indigen / Space for the soul, Strada Tuzla 50, Tei, Bucureşti"
MzI1LTI0OTg5NTE2ODQtMzI2NDI2NDg0Mg,finished,in_app,12.8,3.1,11.1,16.8,0.6,4.3,2026-05-09,13:21:11,"Intrare Principala, Veranda Mall","Aleea Teiul Doamnei 4, București, România"
MzI1LTI0OTg5MzczODktMzI2NDIzOTk1OA,finished,in_app,12.8,2.5,11.5,13.1,1.5,3.0,2026-05-09,13:08:58,"Strada Vasile Lascăr 83, Bucureşti 020493","Obor Market, Strada Ziduri Moși 4, Bucureşti"
MzI1LTI0OTg5MjkyMzAtMzI2NDIyNTU2NA,finished,in_app,12.8,1.2,6.0,12.0,0.2,0.1,2026-05-09,13:01:53,"Strada Biserica Amzei 8, Bucureşti","Klauss Coffee Shop, Sector 2, Bucureşti"
MzI1LTI0OTg5MDEzNDAtMzI2NDE3NjY5MQ,finished,cash,20.2,3.9,16.6,14.1,1.2,3.1,2026-05-09,12:38:34,"Bulevardul Unirii 59, Bucureşti 030828","Liceul George Calinescu, Piata Amzei, Piața Amzei"
MzI1LTI0OTg4OTI0ODktMzI2NDE2MDA5OA,finished,in_app,12.8,0.7,2.8,14.4,1.8,2.9,2026-05-09,12:30:44,"Bulevardul Corneliu Coposu 1C, Bucureşti 030601","Hotel Marina, Centrul Civic, Bucureşti"
MzI1LTI0OTg4Nzk2MTctMzI2NDEzNjQyNA,finished,cash,14.3,4.2,12.9,19.6,0.6,1.5,2026-05-09,12:18:52,"Strada Ispravnicului 4, Tei, Bucureşti","Strada Radu Calomfirescu 13, Bucureşti"
MzI1LTI0OTg4NTUyMDgtMzI2NDA5NDAyMA,finished,in_app,15.3,3.8,16.6,13.8,0.1,0.3,2026-05-09,11:57:24,"Strada Ion Brezoianu 34, Bucureşti","Aleea Deda 1, Bucureşti 021235"
MzI1LTI0OTg4Mzc2MTQtMzI2NDA2MTA5MQ,finished,in_app,14.3,3.1,13.7,13.8,0.0,0.1,2026-05-09,11:41:43,"Strada Ion Slătineanu 3, Bucureşti 010601","Str. Constantin Mille 17, Bucureşti"
MzI1LTI0OTg4MDkyNjAtMzI2NDAxMTg0Mg,finished,business,19.4,5.5,20.5,16.2,1.3,2.4,2026-05-09,11:16:30,"Strada Vișana 4, Bucureşti 040394","Str. Ion Slatineanu 30, Bucureşti 010602"
MzI1LTI0OTg3NjkwODctMzI2Mzk0MjE2MQ,finished,in_app,28.9,10.8,33.1,19.6,0.4,1.0,2026-05-09,10:39:36,"Strada Zăgazului 25, Bucureşti","Strada Soldat Ilie Șerban 8B, Bucureşti"
MzI1LTI0OTg3MzU3NTctMzI2Mzg4MzAyOA,finished,in_app,28.0,7.9,24.9,19.0,0.8,1.0,2026-05-09,10:07:10,"Strada Izvor 106, Bucureşti 050564","The Clinique Beauty & Health, Strada Virgil Madgearu 16B, Sector 1, Bucureşti"
MzI1LTI0OTg3MDU0MTItMzI2MzgyNzc3OA,finished,in_app,21.4,5.8,22.9,15.3,1.2,5.3,2026-05-09,09:37:52,"Strada Măgura Vulturului 70, Bucureşti","Entrance JW Marriott Grand Hotel, JW Marriott Bucharest Grand Hotel"
MzI1LTI0OTgxMzk4MjAtMzI2MjcxNjYyMw,finished,cash,19.5,3.1,6.8,27.7,1.4,2.6,2026-05-08,23:27:35,"Intrarea principala, Gara de Nord","Metrou Stefan Cel Mare, Șoseaua Ștefan cel Mare, București, România"
MzI1LTI0OTgxMDY2MDctMzI2MjY2NTMyMg,finished,in_app,15.8,4.6,11.3,24.3,1.8,3.9,2026-05-08,23:05:16,"Piața Dorobanților 6, Bucureşti 010588","Strada Prunaru 6, Bucureşti"
MzI1LTI0OTgwNzM2MjgtMzI2MjYxMDUzMA,finished,in_app,20.2,6.0,18.5,19.4,1.6,5.0,2026-05-08,22:41:09,"Strada Ilfov 4, Bucureşti","Terra Events Hall, Bulevardul Lacul Tei 1 Bis, Tei, Bucureşti"
MzI1LTI0OTgwNTI0ODctMzI2MjU3NTg2OQ,finished,in_app,12.8,3.5,12.2,17.2,0.7,2.6,2026-05-08,22:25:38,"Strada Răcari 5, Bucureşti 031827","Splaiul Unirii 8, Bucureşti 00"
MzI1LTI0OTgwMzEwNzItMzI2MjUzOTc2NA,finished,in_app,14.9,4.4,10.8,24.3,1.5,5.7,2026-05-08,22:09:33,"Strada Vatra Luminoasă 119, Bucureşti 021915","Strada Mureșana 9, Bucharest"
MzI1LTI0OTc5Nzk1MDMtMzI2MjUwNTM0MQ,finished,cash,14.6,4.4,10.8,24.3,0.6,2.0,2026-05-08,21:54:53,Strada Răspântiilor 13,"Strada Baicului 64, Electronicii, Bucureşti"
MzI1LTI0OTc5OTkzNTAtMzI2MjQ4NjA5NA,finished,in_app,14.0,2.0,5.8,20.8,1.6,4.0,2026-05-08,21:46:44,"Bulevardul Pache Protopopescu 51, Bucureşti 021406","Strada Alecu Russo 10, Bucureşti"
MzI1LTI0OTc5MDI3NTEtMzI2MjMxMTkwMw,finished,cash,28.1,7.4,17.4,25.4,0.9,5.0,2026-05-08,20:37:15,"Strada Elena Farago 18, Bucureşti","Strada Ziduri Moși 4, Obor, Bucureşti"
MzI1LTI0OTc4OTE0OTYtMzI2MjI5MDQ3MQ,finished,in_app,12.8,0.7,4.7,9.0,0.9,3.6,2026-05-08,20:29:27,"Strada Sergent Ștefan Crișan 31, Bucureşti 060312","Calea Crangasi 40, Bucureşti 060342"
MzI1LTI0OTc4NjQ4MTgtMzI2MjIzOTk3Nw,finished,in_app,13.4,3.9,8.9,26.3,0.5,0.7,2026-05-08,20:10:44,"Bulevardul Regina Elisabeta 49, Bucureşti","Strada Barbu Lăutaru 8, Bucureşti 011331"
MzI1LTI0OTc4NDAwOTktMzI2MjE5MjQyOA,finished,in_app,18.9,5.4,13.4,24.2,0.4,1.2,2026-05-08,19:54:41,"Strada Secuilor 2A, Bucureşti 041514","Manuc's Inn, Old Town"
MzI1LTI0OTc3Nzc5NzctMzI2MjA3NTExMQ,finished,in_app,43.0,15.3,33.6,27.4,0.4,3.4,2026-05-08,19:15:06,"Aleea Donea Diana Alexandra 2, Berceni, Bucureşti","Aleea Donea Diana Alexandra 1, Berceni, Bucureşti"
MzI1LTI0OTc3NDA5NDktMzI2MjAwNjczMw,finished,cash,38.7,8.9,21.6,24.7,1.0,3.3,2026-05-08,18:51:28,"Șoseaua Morarilor 4K, Bucureşti 022452","Aleea Cricovul Sărat 14, București, România"
MzI1LTI0OTc2NzgzMDUtMzI2MTg4OTQ2NQ,finished,in_app,44.9,11.1,33.1,20.1,0.8,4.6,2026-05-08,18:12:07,"Strada George Mihai Zamfirescu 57, Bucureşti","Spitalul Sf. Pantelimon, Pantelimon, Bucureşti"
MzI1LTI0OTcwNDk2NjAtMzI2MDgwNTk4NA,finished,in_app,17.6,6.3,21.5,17.4,0.6,2.3,2026-05-08,10:37:11,"Strada Dumitru Papazoglu 79, Nerva Traian, Bucureşti","BRD Entrance, Orhideea Commercial Center"
MzI1LTI0OTcwMzAwMTctMzI2MDc3NTA1MA,finished,in_app,14.9,5.9,18.6,19.0,0.7,0.3,2026-05-08,10:21:08,"Bulevardul Eroii Sanitari 77, Bucureşti","Strada Vlaicu Vodă 8, Bucureşti"
MzI1LTI0OTY5OTE3OTgtMzI2MDcxNjU1Mw,finished,in_app,23.9,5.2,24.6,12.8,1.6,6.2,2026-05-08,09:46:55,"Strada Zambilelor 88, Bucureşti","Grădinița Olga Gudynn International School, Strada Făgăraș 6, Bucureşti"
MzI1LTI0OTY5NTQ4MjYtMzI2MDY1NzM0Mw,finished,in_app,19.4,4.0,21.8,10.9,1.4,5.2,2026-05-08,09:17:43,"Șoseaua Colentina 12, Bucureşti 021175","Rekolta, Calea Floreasca 102, Bucureşti"
MzI1LTI0OTY1NTk2NzYtMzI1OTkyNTE4Mg,finished,in_app,26.1,11.4,24.1,28.4,1.0,2.0,2026-05-07,22:47:43,"Strada Doctor Haralambie Botescu 9, Bucureşti 051213","Str. Jean Alexandru Steriadi 1, Bucureşti 032493"
MzI1LTI0OTY1MTY4NzMtMzI1OTg1MTAzOA,finished,in_app,39.0,13.1,32.7,24.0,1.8,4.9,2026-05-07,22:04:22,"Șoseaua Pipera 42, Bucureşti 020112","Int. Vârtejului 77a, București, România"
MzI1LTI0OTY1MTE0NzktMzI1OTg0MjMzMQ,finished,in_app,12.8,1.8,5.7,18.6,0.1,0.3,2026-05-07,21:59:43,"Șoseaua Pipera 43, Bucureşti","Strada Promoroacă 3a, Bucureşti"
MzI1LTI0OTY0OTA0OTEtMzI1OTgwNzQzMw,finished,in_app,14.9,6.7,12.1,33.0,1.0,1.9,2026-05-07,21:38:14,"Intrare Principala, Veranda Mall","Strada George Bacovia 29, Voluntari, România"
MzI1LTI0OTY0MTU0MjktMzI1OTY4Mzk4MQ,finished,cash,25.4,7.6,21.4,21.3,0.6,2.0,2026-05-07,20:25:55,"Strada Sibiu 10, Bucureşti 061543","Strada Vaselor 2, Sectorul 2, Bucureşti"
MzI1LTI0OTY0MDI1NzYtMzI1OTY2MzQ3NQ,finished,cash,12.8,2.1,6.2,20.4,1.7,3.5,2026-05-07,20:14:07,"Strada Brașov 15, Bucureşti 061441","Bloc Z5, Strada Sibiu, București, România"
MzI1LTI0OTYzNDcxOTctMzI1OTU3Mjg3Ng,finished,in_app,24.9,8.7,22.1,23.6,1.1,5.1,2026-05-07,19:26:39,"Calea Victoriei 155, Bucureşti 011013","Drumul Taberei 81, Drumul Taberei, Bucureşti"
MzI1LTI0OTYzMzE2MjYtMzI1OTU0NjE5OQ,finished,in_app,14.2,2.4,6.7,21.5,1.5,4.0,2026-05-07,19:13:48,"Soseaua Orhideelor, Sectorul 6, București","Șoseaua Nicolae Titulescu 177, Bucureşti 010745"
MzI1LTI0OTUwNDI3NTUtMzI1NzM1NTE0Mg,finished,cash,12.8,3.1,9.7,19.0,0.6,3.9,2026-05-06,20:17:44,"Strada Șelimbăr 2, Bucureşti","La Teu, Sector 2, Bucureşti"
MzI1LTI0OTUwMzM2NTItMzI1NzM0MDU1NA,finished,in_app,12.8,2.4,7.2,20.2,0.4,1.8,2026-05-06,20:09:20,"Intrare Calea Vitan, București Mall","Strada Sfânta Vineri 10, Bucureşti"
MzI1LTI0OTUwMTE3NjItMzI1NzMwNDQzNQ,finished,in_app,13.4,4.0,12.6,19.0,1.2,3.3,2026-05-06,19:49:31,"Strada Sfântul Ștefan 6, Bucureşti","Aleea Păcală 9, București, Румыния"
MzI1LTI0OTQ5NjkzMTQtMzI1NzIzNjQ5NQ,finished,in_app,16.6,4.8,22.7,12.8,0.8,2.7,2026-05-06,19:11:34,"Calea Griviței 30, Bucureşti","Le Château, Strada Turturelelor 11, Centrul Civic, Bucureşti"
MzI1LTI0OTQ5MjQxNjUtMzI1NzE2MzI4OA,finished,cash,12.8,0.2,8.4,1.2,0.4,5.9,2026-05-06,18:34:52,"Bucharest, Romania","Bulevardul Aviatorilor 76, Bucureşti 011866"
MzI1LTI0OTQ4NjAxMjctMzI1NzA1ODU3Ng,finished,in_app,31.5,8.9,22.8,23.5,1.8,4.2,2026-05-06,17:43:54,"Brico, Băneasa Shopping Area","Ambiance Residence Pipera, Bulevardul Pipera"
MzI1LTI0OTQ3ODg3NDctMzI1NjkzNzEwMQ,finished,in_app,46.9,9.5,47.8,12.0,0.5,2.9,2026-05-06,16:47:21,"Strada Căderea Bastiliei 86, Bucureşti 010617","Aleea Meteorologiei 19, Bucureşti"
MzI1LTI0OTQ3NzIyMjctMzI1NjkwNzI5MQ,finished,in_app,17.8,2.0,12.1,10.0,1.4,4.6,2026-05-06,16:34:48,"Strada George Călinescu 43, Bucureşti","Paint Salon, Intrarea Camil Petrescu 1, Bucharest"
MzI1LTI0OTQ3NDM0NDAtMzI1Njg1NzUzMg,finished,in_app,19.6,3.5,15.4,13.6,1.5,3.9,2026-05-06,16:12:39,"Strada Buzești 75-77, Bucureşti 011013","Strada Ramuri Tei 1c, București"
MzI1LTI0OTQ3MDk2NDMtMzI1Njc5ODU5Ng,finished,in_app,20.7,4.3,19.8,13.2,0.6,5.5,2026-05-06,15:47:12,"Strada Căderea Bastiliei 14-16, Bucureşti 010615","Subway entrance, Northern Railway Station"
MzI1LTI0OTQ2ODg1MDUtMzI1Njc2MzQ4Ng,finished,in_app,16.8,3.2,10.8,18.0,1.0,2.5,2026-05-06,15:31:35,"Str. Dr. Ernest Juvara 31, Bucureşti 060104","La Copac, Strada Pitar Moș 23, Sectorul 1, Bucureşti"
MzI1LTI0OTQ2NzI5NzgtMzI1NjczNzg5Mg,finished,in_app,17.7,4.1,9.8,25.4,1.5,4.3,2026-05-06,15:19:24,"Strada Piatra Craiului 33, București","Eroii Sanitari Boulevard, Swimming Pool UMF Carol Davila"
MzI1LTI0OTI3MDI4MzgtMzI1MzUyNTU1Ng,finished,business,16.6,2.4,6.7,22.0,2.2,3.7,2026-05-04,22:51:38,Strada Ankara 7,Bulevardul Alexandru Ioan Cuza 100
MzI1LTI0OTI2ODc4NzEtMzI1MzQ5ODU2OQ,finished,in_app,18.7,5.7,16.0,21.4,0.4,3.0,2026-05-04,22:30:41,"Calea Giulești 95, Bucureşti 060284","Strada Vasile Lascăr 220, Sectorul 2, Bucureşti"
MzI1LTI0OTI2NTQ2NjgtMzI1MzQ0MjAxNw,finished,in_app,13.3,4.4,13.5,19.5,1.2,3.9,2026-05-04,21:48:21,"Strada Toamnei 53, Sector 2, Bucureşti","Strada Petru Rareș 15, Bucharest 011101"
MzI1LTI0OTI2NDEzNDctMzI1MzQyMDIwMA,finished,in_app,20.7,8.3,16.5,30.0,0.6,1.2,2026-05-04,21:30:13,"Șoseaua Industriilor 2v, București 030352","Strada Sergent Năstase Pamfil 40, Bucureşti"
MzI1LTI0OTI2MjcyMTYtMzI1MzM5NzgwOQ,finished,cash,15.7,6.5,13.6,28.7,0.8,2.3,2026-05-04,21:12:20,"Bulevardul Pache Protopopescu 22, Bucureşti 021413","Strada Industriilor 1, București"
MzI1LTI0OTI2MDIzNDUtMzI1MzM2MDI2Mg,finished,cash,17.4,4.2,12.5,20.3,1.3,4.8,2026-05-04,20:42:44,"Entrance JW Marriott Grand Hotel, JW Marriott Bucharest Grand Hotel","Hotel CH Bucharest, Bulevardul Mircea Vodă 21, Centrul Civic, Bucureşti"
MzI1LTI0OTI1ODcxODYtMzI1MzMzNjEyNQ,finished,in_app,25.4,5.5,13.5,24.2,0.3,1.4,2026-05-04,20:23:48,"Strada Ion Brezoianu 18, Bucureşti 010136","Bl. P83, Strada Conțești 6, 13 Septembrie, Bucureşti"
MzI1LTI0OTI1NzYwMDUtMzI1MzMxODc4Ng,finished,cash,14.0,2.6,8.3,18.9,1.3,3.7,2026-05-04,20:10:50,"Strada Știrbei Vodă 103, Bucureşti 010121","Strada Nicolae Tonitza, Centrul Vechi"
MzI1LTI0OTI1NjIyNTctMzI1MzI5ODA2NQ,finished,in_app,17.4,4.5,7.9,34.5,1.2,2.7,2026-05-04,19:55:38,"Strada Știrbei Vodă 162, Bucureşti 010121","Magic Padel, Strada Așului, București, România"
MzI1LTI0OTI1NDc3MjUtMzI1MzI3NTkwOA,finished,cash,13.2,3.5,8.7,23.8,1.5,4.7,2026-05-04,19:39:30,"Calea Dorobanților 239, Bucureşti 010567","Bulevardul Dinicu Golescu 19, scara g, Bucharest, Romania"
MzI1LTI0OTI1MzcwNTUtMzI1MzI1OTQ2Ng,finished,in_app,13.1,2.6,8.6,18.1,1.2,3.1,2026-05-04,19:28:25,"Strada Maior Ștefan Sănătescu 31, Bucureşti","Aleea Alexandru 11, Dorobanți, Bucureşti"
MzI1LTI0OTI1MTc1NDktMzI1MzIyNzQ5Ng,finished,in_app,14.9,3.6,14.9,14.4,1.6,5.6,2026-05-04,19:07:56,"Strada Banul Antonache 49, Bucureşti 011663","Strada Vasile Gherghel 87, Bucharest, Romania"
MzI1LTI0OTI1MDU3MTUtMzI1MzIwODU4NQ,finished,in_app,12.8,1.3,5.6,14.3,1.2,2.4,2026-05-04,18:56:29,"Strada Locotenent Aviator Șerban Petrescu 34, Bucureşti","Strada Washington 48, Dorobanți, Bucureşti"
MzI1LTI0OTI0ODc4MTAtMzI1MzE3OTM4Ng,finished,cash,15.6,3.6,13.2,16.4,1.9,3.0,2026-05-04,18:39:13,"Calea Griviței 204A, Bucureşti 010755","Visiodent, Strada Andrei Mureșanu, Bucharest, Romania"
MzI1LTI0OTE5NTM4MzQtMzI1MjMxODc3NQ,finished,in_app,22.4,9.4,23.4,24.0,1.2,2.5,2026-05-04,10:44:48,"Strada Urziceni 11, Bucureşti 040967","Liceul Eugen Lovinescu, Drumul Taberei, Bucureşti"
MzI1LTI0OTE5MTk5MzktMzI1MjI2ODI3OQ,finished,in_app,12.8,3.4,9.4,21.8,1.7,3.6,2026-05-04,10:13:13,"Strada Pereni 26, Bucureşti 052337","Dedeman, Strada Acțiunii, Sector 4, Bucureşti"
MzI1LTI0ODcyMjI5NTAtMzI0Mzk3MTcwMQ,finished,cash,19.9,8.0,20.3,23.6,0.7,1.9,2026-04-30,22:21:52,"Dobrun 3, Bucureşti 00","Magic Place Events Grant, Ștrandul Crângași"
MzI1LTI0ODcxNTQxNjItMzI0Mzg0Njk4OA,finished,cash,23.0,6.5,18.5,21.0,1.6,3.9,2026-04-30,21:36:32,"Strada Paris 7, Bucureşti 011813","Strada Mărgeanului 26, Bucharest 051048"
MzI1LTI0ODcxMzQ5MjAtMzI0MzgxMjkwNw,finished,cash,13.9,3.0,11.0,16.1,0.3,2.0,2026-04-30,21:24:14,"Bulevardul Expoziției 30, București 012244","KFC Dorobanți, Calea Dorobanți, București, România"
MzI1LTI0ODcxMDYyMTYtMzI0Mzc2MTM0MA,finished,cash,20.4,3.6,10.0,21.7,2.0,6.1,2026-04-30,21:07:32,"Strada Doctor Iacob Felix 74, Bucureşti","Strada Parcului 38b, Bucharest, Romania"
MzI1LTI0ODcwODk1MzgtMzI0MzczMDkxMg,finished,in_app,16.1,2.8,6.0,28.0,1.9,3.9,2026-04-30,20:57:57,"Intrare camin A1, Complexul Studențesc Grozăvești","Strada Radu Popescu 7, Grivița, Bucureşti"
MzI1LTI0ODcwMjkzNjMtMzI0MzYyNzkwNA,finished,cash,33.2,10.7,27.2,23.6,1.8,7.3,2026-04-30,20:22:37,"Strada Prisaca Dornei 2, Bucureşti",Str. Domnita Ancuta 9
MzI1LTI0ODY5OTY5NzMtMzI0MzU3MDk3Nw,finished,cash,13.8,3.7,17.1,13.0,0.0,0.1,2026-04-30,20:03:53,"Bulevardul Chișinău 8, Bucureşti 022153","Strada Vlăhița 1, Bucureşti 032271"
MzI1LTI0ODY5NTcwMDQtMzI0MzQ5NTk1Mw,finished,in_app,20.6,5.6,22.9,14.8,0.2,0.6,2026-04-30,19:39:38,"Strada Constantin Mille 17, Bucureşti 010141","Bulevardul Chișinău 8, Bucharest 022153"
MzI1LTI0ODY5MjY2MzYtMzI0MzQzODMyMQ,finished,in_app,17.2,4.5,12.8,21.4,1.5,6.0,2026-04-30,19:20:47,"Strada Progresului 25, Bucureşti","Alt Shift, Strada Constantin Mille 4, Sector 1, Bucureşti"
MzI1LTI0ODY4OTc1MTEtMzI0MzM4MDY3MA,finished,in_app,16.8,3.7,11.6,19.1,1.1,4.0,2026-04-30,19:03:27,"Bulevardul Iuliu Maniu 15H, Bucureşti 061103","Str. Lt. Col. Constantin Marinescu 3, Bucureşti 050795"
MzI1LTI0ODY4NTQ4MDItMzI0MzI5NjM4Nw,finished,in_app,20.9,6.1,17.2,21.4,1.2,7.0,2026-04-30,18:38:01,"Intrarea Portocalelor 1B, Bucureşti 060101","Bulevardul Iuliu Maniu 53a, București, România"
MzI1LTI0ODY4NDAzMTctMzI0MzI2Nzk4MQ,finished,cash,16.6,1.6,6.2,15.4,1.5,2.1,2026-04-30,18:29:29,"Splaiul Independenței 319N, Bucureşti","Starbucks Entrance, Orhideea Commercial Center"
MzI1LTI0ODY4MTIwMzgtMzI0MzIxMTc0NA,finished,in_app,25.9,2.3,8.2,16.6,0.9,4.8,2026-04-30,18:12:23,"Strada General Petre Popovăț 11, Bucureşti","Cămin U4, Bucureşti"
MzI1LTI0ODYxODgwMDQtMzI0MjA2ODQ1MA,finished,cash,21.1,6.1,21.8,16.8,1.3,4.4,2026-04-30,11:19:01,"Șoseaua Fabrica de Glucoză 6-8, Bucureşti 020332","Gara de Nord, Gara de Nord, Bucureşti"
MzI1LTI0ODYxNTk2ODQtMzI0MjAyNTc2MA,finished,in_app,19.9,6.6,21.7,18.2,1.4,4.9,2026-04-30,10:55:37,"Șoseaua Mihai Bravu 134, Bucureşti 021336","JTI, Corp 1a+b, Sector 2, Bucureşti"
MzI1LTI0ODU2NzU2MzEtMzI0MTIwODkyOA,finished,in_app,29.7,8.4,21.9,23.2,1.2,3.3,2026-04-29,22:56:20,"Strada Elev Ștefan Ștefănescu 5, Bucureşti","Drumul Gura Crivățului 22, Titanul Nou, Bucureşti"
MzI1LTI0ODU2NjI3NjUtMzI0MTE4Mjk1MA,finished,in_app,13.1,4.7,11.1,25.6,1.0,0.9,2026-04-29,22:38:58,"Bulevardul Dimitrie Cantemir 21, Bucureşti 040236","Strada Doicești 6, Bucharest, Romania"
MzI1LTI0ODU2Mzc0NTctMzI0MTEzOTc3Nw,finished,in_app,16.7,7.1,14.2,30.2,0.0,0.6,2026-04-29,22:11:02,"Intrare Paul, Park Lake Mall","Strada Huedin 7, Bucureşti 040912"
MzI1LTI0ODU2MTQzNzUtMzI0MTEwMTM1Nw,finished,cash,24.6,9.1,21.1,25.7,1.9,4.8,2026-04-29,21:48:00,"AFI Park 2, Afi Palace Cotroceni","Intrare Paul, Park Lake Mall"
MzI1LTI0ODU2MDMyNDctMzI0MTA4NDUwMg,finished,in_app,12.8,1.7,5.1,20.5,1.4,3.0,2026-04-29,21:36:43,"Strada Săndulești 1, Bucureşti 061781","Str. Sibiu 2, Bucureşti 061539"
MzI1LTI0ODU1NzI1MTktMzI0MTAzNDIxMg,finished,in_app,26.9,12.6,29.6,25.6,0.6,3.7,2026-04-29,21:05:18,"Strada Cristea Mateescu 1, Bucureşti 023664","Aleea Lunca Siretului 10, Drumul Taberei, Bucureşti"
MzI1LTI0ODU1NDQ0NTEtMzI0MDk5MDE5Mw,finished,cash,16.7,4.7,18.1,15.6,1.4,3.4,2026-04-29,20:37:29,"Calea Floreasca 145, Bucureşti 014456","Strada Răscoala 1907 6, Bucureşti"
MzI1LTI0ODU1MDE1OTgtMzI0MDkyMDA2NQ,finished,in_app,20.6,6.2,18.3,20.3,0.6,1.6,2026-04-29,19:56:15,"Bulevardul Libertății 14, Bucureşti 050706","Str. Rossini Gioacchino, Comp. 3, Bucureşti 020236"
MzI1LTI0ODU0ODQzNDQtMzI0MDg5NDMxMw,finished,business,20.9,4.4,14.7,18.0,0.6,0.9,2026-04-29,19:40:14,"Strada Pictor Theodor Aman 42, Bucureşti 010779","Părculeț Piața Regina Maria, Piața Regina Maria, București"
MzI1LTI0ODU0NTE0OTYtMzI0MDg0NDM3Nw,finished,in_app,23.3,7.3,24.8,17.7,0.0,0.2,2026-04-29,19:11:13,"Main Entrance, Mega Mall","Calea Victoriei 208, Sector 1, Bucureşti"
MzI1LTI0ODU0MzA3NzQtMzI0MDgxMzYxMw,finished,in_app,21.4,5.0,17.8,16.7,0.8,2.4,2026-04-29,18:54:22,"Strada Anastasie Panu 8, Bucureşti","Main Entrance, Mega Mall"
MzI1LTI0ODUzODcwNDUtMzI0MDc0NDY5Mw,finished,in_app,35.3,8.3,32.3,15.5,0.6,1.9,2026-04-29,18:18:36,"Strada Tabla Buții 70, Bucureşti","Armony Hair Studio, Bulevardul Unirii, București, România"
MzI1LTI0ODQzNTA2NDctMzIzOTEyMDk3MQ,finished,in_app,20.9,4.6,9.3,29.8,1.9,4.0,2026-04-28,22:05:01,"Strada Sfântul Constantin 2, Bucureşti 010218","Calea Giulesti 24, Bucureşti 060276"
MzI1LTI0ODQzNDU5ODMtMzIzOTExMzY0Ng,finished,in_app,14.0,1.9,4.8,23.4,0.2,0.4,2026-04-28,22:00:33,"Strada Economu Cezărescu 61a, Bucureşti","Universitatea Națională de Educație Fizică și Sport, Strada Constantin Noica 140, Sector 6, Bucureşti"
MzI1LTI0ODQzMjk0NDItMzIzOTA4ODM0Mg,finished,in_app,22.4,6.1,14.2,25.6,1.8,4.3,2026-04-28,21:42:41,"Strada Dionisie Lupu 42, Bucureşti 020022","Strada Drajna 3A, Bucharest 060764"
MzI1LTI0ODQyOTQ1MDMtMzIzOTAzNTY2Nw,finished,in_app,26.2,7.4,21.2,20.8,0.4,0.9,2026-04-28,21:05:23,"Intrare Far, Afi Palace Cotroceni","Șoseaua Viilor 92, Bucureşti"
MzI1LTI0ODQyNzY3NzctMzIzOTAwOTAyMw,finished,in_app,17.2,5.0,9.9,30.5,1.2,2.5,2026-04-28,20:46:08,"Calea Grivitei 212, Bucureşti 010758","Galaxy Entrance, Afi Palace Cotroceni Mall"
MzI1LTI0ODQyNTEwOTYtMzIzODk3MDIyNw,finished,in_app,21.5,7.8,20.4,23.0,0.1,1.7,2026-04-28,20:18:39,"Strada Matei Voievod 114, Bucureşti 021457","Strada Turda 117-119, Bucharest 011322"
MzI1LTI0ODQyMzE2NDYtMzIzODkzOTkxMg,finished,cash,21.8,6.9,18.2,22.6,0.6,2.5,2026-04-28,19:59:31,"Strada Telița 14, Bucureşti 051886","Strada Matei Voievod 103, București, România"
MzI1LTI0ODQyMDM0ODYtMzIzODg5NjIzNQ,finished,cash,32.7,10.8,18.3,35.4,1.8,5.7,2026-04-28,19:32:15,"Strada Curcubeului 7G, Bragadiru 077025","Strada Malcoci 1, Bucureşti 051921"
MzI1LTI0ODQxNjA4ODItMzIzODgyOTA1OQ,finished,cash,34.1,11.2,30.5,22.1,0.0,0.4,2026-04-28,18:53:33,"Far Entrance, Afi Palace Cotroceni Mall","Strada Salciei 80, Bragadiru, Romania"
MzI1LTI0ODQxMzEyNTQtMzIzODc4MDk3OQ,finished,in_app,26.2,6.2,20.9,17.8,1.2,4.1,2026-04-28,18:28:03,"Bulevardul Constructorilor 16A, Bucureşti 060503","Intrare Far, Afi Palace Cotroceni"
MzI1LTI0ODQxMjQ2NDUtMzIzODc2OTg4Mg,finished,cash,17.9,1.2,3.6,19.9,1.4,3.3,2026-04-28,18:22:03,"Strada Scăeni 18, Bucureşti 060211","Strada Fraților 85, Bucharest, Romania"
MzI1LTI0ODMyNDQ5NjUtMzIzNzM3Nzk4OA,finished,in_app,22.5,9.2,18.9,29.3,1.7,1.3,2026-04-28,01:00:13,"Main entrance, Northern Railway Station","Șoseaua Olteniței 240, Bucureşti 041331"
MzI1LTI0ODMyMTY0MTEtMzIzNzMyMzY5Mg,finished,cash,19.9,8.6,18.9,27.3,0.0,0.2,2026-04-28,00:03:15,"Strada Verigei 6, Bucureşti","Strada Eterului 29, Vitan, Bucureşti"
MzI1LTI0ODMyMDQzNDgtMzIzNzMwMDI4NA,finished,in_app,24.5,10.2,16.8,36.4,1.2,0.7,2026-04-27,23:42:43,"Barrier Regie, Complexul Studențesc Regie","Str. Verigei 6, Bucureşti 050322"
